src,tgt
文字列を検索します,Search for a String
全て選択,Select All
ドキュメント全体の選択,Select the Entire Document
印刷中 ...,Printing ...
向き :,Orientation :
開始 :,from :
終了 :,to :
ドメイン ・ コンポーネント,Domain Component
誕生日,Date of Birth
出生地,Place of Birth
一般名,Common Name
地方,Locality
電話番号,Telephone Number
世代修飾子,Generation Qualifier
DN 修飾子,DN Qualifier
RSA 付きの MD2,MD2 with RSA
RSA 付きの MD5,MD5 with RSA
RSA 付きの SHA1,SHA1 with RSA
DSA 付きの SHA1,SHA1 with DSA
サーバー認証,Server Authentication
クライアント認証,Client Authentication
E-メール保護,E-mail Protection
タイムスタンプ,Time Stamping
証明書,Certificate
他の名前,Other Name
ディレクトリ名,Directory Name
EDI パーティ名,EDI Party Name
GnuPG キーリング,GnuPG Keyring
PGP 鍵column,PGP Keycolumn
鍵 ID,Key ID
秘密鍵,Private Key
公開鍵,Public Key
認証局,Certificate Authority
最大パス長,Max Path Length
鍵暗号化,Key encypherment
データ暗号化,Data encypherment
鍵合致,Key agreement
サブジェクト名,Subject Name
公開鍵の情報,Public Key Info
署名,Signature
証明書をエクスポート …,Export certificate
鍵のアルゴリズム,Key Algorithm
鍵のサイズ,Key Size
鍵の SHA1 指紋,Key SHA1 Fingerprint
署名アルゴリズム,Signature Algorithm
重大,Critical
属性,Attribute
チャレンジ,Challenge
エルガマル,Elgamal
暗号化,Encrypt
署名,Sign
証明,Certify
認証capability,Authenticate
アルゴリズム,Algorithm
有効期限,Expiry
鍵の一般的な証明,Generic certification of key
ローカル専用,Local only
エクスポート可能,Exportable
鍵の破棄,Revocation Key
指紋,Fingerprint
公開副鍵,Public Subkey
秘密鍵,Secret Key
秘密副鍵,Secret Subkey
秘密 RSA 鍵,Private RSA Key
秘密 DSA 鍵,Private DSA Key
公開 DSA 鍵,Public DSA Key
強度,Strength
トークン :,Token :
ロック解除,Unlock
ラベル :,Label :
確認 :,Confirm :
証明書ビューアー,Certificate Viewer
ラベル,Label
画像形式が不明です,Image format unknown
ANI 画像形式,The ANI image format
BMP 画像形式,The BMP image format
スタックあふれ,Stack overflow
GIF ファイルのテーブル ・ エントリが循環しています,Circular table entry in GIF file
GIF 画像形式,The GIF image format
ICO 画像形式,The ICO image format
ICNS 画像形式,The ICNS image format
JPEG 2000 画像形式,The JPEG 2000 image format
JPEG 画像形式,The JPEG image format
PCX 画像形式,The PCX image format
PNG 画像形式,The PNG image format
QTIF 画像形式,The QTIF image format
新しい pixbuf を確保できません,Cannot allocate new pixbuf
Targa 画像形式,The Targa image format
TIFF 画像形式,The TIFF image format
WBMP 画像形式,The WBMP image format
XBM 画像形式,The XBM image format
XPM 画像形式,The XPM image format
EMF 画像形式,The EMF image format
WMF 画像形式,The WMF image format
アイテムの挙動,Item behaviour
ロックの解除,UnLock
未保存,Dirty
デフォルトのタイトル,Default title
スイッチャーのスタイル,Switcher Style
名前,Long name
ストック ・ アイコン,Stock Icon
スティッキー,Sticky
次の配置,Next placement
可動式のトップレベル,Floating Toplevel
可動式,Floating
可動時のＸ座標,Float X
Ｙ座標,Float Y
レイアウト管理,Layout Managment
このドックをアイコン化します,Iconify
セキュアなリモート接続,Secure Remote connection
強制的にログインする,Log in anyway
ログインしない,Abort login
自動ログインを設定します,Automatic login
GDM の起動をチェックしない,Don 't check for running GDM
アプリケーションを終了します,Exit the application
ネットワークを検出します,Probe the network
デバッグ情報を出力する,Debugging output
新しいログイン,New Login
finger,Finger
GDM ログイン,GDM Login
アイコン,Icon
ようこそ,Welcome
ファイルを開けません,Cannot open file
ログインの写真,Login Photo
簡易型,Plain
テーマ ・ アーカイブではありません,Not a theme archive
テーマ ・ アーカイブの選択,Select Theme Archive
ローカル,Local
ロゴ,Logo
メニュー ・ バー,Menu Bar
リモート,Remote
ロゴの選択,Select Logo Image
言語の選択,Select a Language
ハッピー GNOME,Happy GNOME
認証に失敗しました ！,Authentication failure !
自動,auto
いいえ,no
一般的なエラー,general failure
メモリ不足です,out of memory
アプリケーションのバグです,application programmer error
原因不明のエラーです,unknown error
電源管理,Power Manager
GNOME 拡大鏡,GNOME Screen Magnifier
PolicyKit の認証エージェント,PolicyKit Authentication Agent
進行時間の百分率です,percentage of time complete
未選択状態のラベル,Inactive Text
選択状態のラベル,Active Text
自動ログインの処理中 ...,Automatically logging in …
キャンセル中 ...,Cancelling …
認証ダイアログ,Authentication Dialogue
コンピュータ名,Computer Name
シャットダウン,Shut Down
ログイン,Log In
パネル,Panel
その他 ...,Other …
ラベルの文字列,Label Text
アイコンの名前,Icon name
デフォルトのアイテム,Default Item
アイテムの最大個数,Max Item Count
リモート ・ ログイン,Remote Login
開始時間,Start time
自動ログイン,Automatic Login
アカウントの情報 ...,Account Information …
画面のロック,Lock Screen
終了 ...,Quit …
アカウントの情報 ...,Account Information
呼び出し側が GDM ではありません,Caller not GDM
指紋認証,Fingerprint Authentication
スロット ID,Slot ID
名前,name
認証,Authentication
残り時間不明,Unknown time remaining
メールクライアント,Mail Client
Geary へようこそ,Welcome to Geary .
1ヶ月前,1 month back
1年前,1 year back
すべて,Everything
ネットワーク情報を記録,Log network activity
IMAP のイベントキューを記録,Log IMAP replay queue
色を選択,Select Colour
自分,Me
無題,none
送信済みメール,Sent Mail
すべてのメール,All Mail
迷惑メール,Spam
送信トレイ,Outbox
アカウントを削除できません,Cannot remove account
明朝体,Serif
ストレージ,Storage
ニックネーム :,Nickname :
本名 :,Real name :
サーバー :,Server :
メールサービス :,Service :
メールサービス :,S _ ervice :
GTK + 用 CSS ビューアーです,GTK + CSS viewer .
GTK + のテーマとしてプレビューします,Preview GTK + theme
ノートブック,Notebook
1ページ,page 1
ボタン,button
2ページ,page 2
3ページ,page 3
テキスト ・ ビュー,Text view
トグル ・ ボタン,Toggle button
ボタン,toolbutton1
ボタン,toolbutton2
ボタン,toolbutton4
ボタン,toolbutton5
ボタン,toolbutton7
ボタン,toolbutton8
ブックマークの切り替え,Toggle Bookmark
次のブックマーク,Goto Next Bookmark
次のブックマークへジャンプします,Goto the next bookmark
括弧の補完,Bracket Completion
文字マップ,Character Map
色の取得,Colour Picker
色の取得,Pick Colour
端末,Terminal
空白文字などを表示する,Show _ White Space
文字,ASCII
16進,Hex
10進,Decimal
8進,Octal
2進,Binary
文字テーブル,Character table
エラー,ERROR
検索する文字列,Search String
強調表示する色,Highlight Colour
置換する文字列,Replace With
データの置換,Replace Data
全て置換,Replace All
指定した位置にジャンプ,Jump to byte
ジャンプするバイトを入力して下さい,Enter the byte to jump to
このファイルを印刷します,Print the current file
このプログラムを終了します,Exit the program
GHex の設定を変更します,Configure the application
このバッファーのビューを削除します,Remove the current view of the buffer
文字テーブルを表示します,Show the character table
ファイルに書き込めません ！,Can 't open file for writing !
8進 :,Octal :
2進 :,Binary :
ストリームの長さ :,Stream Length :
HTML 形式へ保存 ...,Saving to HTML ...
次のページ,Next page
デフォルトの表示単位,Default Group Type
データのフォント,Data font
印刷,Printing
開くファイルを選択,Select a file to open
ファイルが開けません ！,Can not open file !
文字テーブル ...,Character Table ...
変換 ...,Converter ...
終了,Exit
HTMLへ出力 ...,Export to HTML ...
指定バイトに移動,Goto Byte
ヘルプ ・ チャット,Help Chat
印刷プレビュー ...,Print Preview ...
ビューの削除,Remove View
プレビュー,Preview
フォントの選択,Font Selection
フォントの取得,Pick a Font
フォント名,Font name
プレビューする文字列,Preview text
32ビット浮動小数点 :,32 bit float :
64ビット浮動小数点 :,64 bit float :
印刷中 ...,Printing file ...
16進ドキュメントを印刷します,Print Hex Document
HTML 形式へ保存 ...,Saving to HTML …
このアプリケーションについて,About GHex
GIMP FreeType について,About GIMP FreeType
フォントファミリ,Font Family
フォントスタイル,Font Style
フォント検索パスの設定,Configure Font Search Path
回転 :,Rotation :
X 方向拡大縮小 :,Scale X :
X 方向拡大縮小 :,Scale Y :
せん断 :,Shear :
フォントサイズ :,Font Size :
間隔 :,Spacing :
ヒンティング,Hinting
カーニング,Kerning
ベジエアウトラインの生成,Create Bezier Outline
このプラグインについて,About
フォントテーブル,Font Table
設定,Configure
ドットを一対一に対応させる,Dot for Dot
選択,Select
ファイル上書き警告,File Overwrite Warning
番号 :,Number :
フレームの削除確認,Confirm Frame Delete
元フレーム :,From Frame :
宛フレーム :,To Frame :
フレームを交換,Exchange with Frame
ずらす量 :,N-Shift :
フレーム並びずらし,Frame Sequence Shift
自動プレビュー :,Automatic Preview :
プレビューレイヤー,Previewlayer
名前で検索,Search by Name
説明で検索,Search by Blurb
名前で検索,Search by Menu Path
GIMP プラグイン,GIMP Plug-In
mplayer 情報,mplayer Information
開始フレーム :,Start Time :
JPEG 品質 :,Jpeg Quality :
選択,Silent
フレーム範囲選択,Select Frame Range
フレームを上書き,Overwrite Frame
全て上書き,Overwrite All
XANIM 情報,XANIM Information
ファイルにバックアップ,Backup to file
変化させつつ適用,Apply Varying
ファイル名 :,Filename :
PDB 名,PDB Name
パス移動,Menu Path
ヘルプを表示,Show help page
全端点の削除,Delete All
フィルターマクロ記述ファイルの選択,Select Filtermacro Scriptfile
フレーム抽出,Next Frame
終了フレーム,Any Frame ...
フレームを交換,Exchange Frame ...
パス移動,Move Path ...
フレーム並びずらし,Frame Sequence Shift ...
新規レイヤー名,New Layer Name
チャンネル名,Channel Name
乗算,Multiply
スクリーン,Screen
オーバーレイ,Overlay
減算,Subtract
説明 :,Burn
最初に取り出すフレーム番号,Grain extract
色相,Hue
彩度,Saturation
明度,Value
選択,Selection
選択解除,Selection none
すべて選択,Selection all
選択を反転,Selection invert
機能 :,Function :
レイヤー名 :,Layer Name :
選択領域反転,Invert Layer Selection
レイヤーパターン :,Layer Pattern :
フレームの範囲,Frame Range
コントロールポイントをファイルに保存します,Save Morph Workpointfile
設定,Set
移動,Move
"クリック : ズームイン , CTRL-クリック : ズームアウト","Click : zoom in , CTRL-click : zoom out"
レイヤー :,Layer :
端点追加,Point :
現在のコントロールポイントを削除します,Number of the current point
品質 :,Quality
現在のコントロールポイントを削除します,Set colour for the current morph workpoint
ビデオインデックスファイルの作成,Create or Replace
パス移動,Move Path
元選択,Source Select
一つのフレームオブジェクト,Object on one frame
縮小プレビュー,Scale Preview :
フレームレート :,Framerate :
一回,Once
双方向,Ping Pong
フレームループ,Frame Loop
一フレーム,Frame Once
フレームピンポン,Frame Ping Pong
フレーム無し,Frame None
左上,Left Top
左下,Left Bottom
右上,Right Top
右下,Right Bottom
不透明度 :,TraceOpacity1 :
不透明度 :,TraceOpacity2 :
不透明度 :,TweenOpacity1 :
不透明度 :,TweenOpacity2 :
現在のコントロールポイントを削除します,Delete current controlpoint
フレームにクリップ,Clip To Frame
高さ :,Height :
不透明度 :,Opacity :
回転 :,Rotate :
4 : 3,y4 :
キーフレーム :,Keyframe :
ポジション色ディザリング,Pathline Colour Picker
フレーム :,Frame :
MPEG エンコード情報,MPEG _ ENCODE Information
ビットレート :,Bitrate :
出力ファイル :,Outputfile :
パラメータファイル :,Paramfile :
I 品質拡大縮小 :,IQSCALE :
P 品質拡大縮小 :,PQSCALE :
B 品質拡大縮小 :,BQSCALE :
P-検索 :,P-Search :
B-検索 :,B-Search :
MPEG 形式 :,MPEG-type :
エラー : 高さが 16 の倍数ではありません,ERROR : height not a multiple of 16
レイヤーの名称変更,Filename to Layer ...
フォント名 :,Fontname :
フレーム範囲選択,Select Fontname
レイヤーの作成 :,Create Layer :
動画ナビゲータ,VCR Navigator ...
選択解除,Select None
時間ズーム :,Timezoom :
フレーム参照 :,Frame Reference :
フレームループ,From Top
選択領域反転,Invert Selection
パターン選択 :,Select Pattern :
オニオンスキンの設定,Configuration ...
Waveファイル :,Wavefile :
サンプルレート :,Sample rate :
スキップ,Skip
ボリューム :,Volume :
選択解除,Selection only
双方向,Ping pong
新しい高さ :,New Height :
最適パレットを生成する,Generate Optimal Palette
Web パレット,WEB Palette
色ディザリング無し,No Colour Dithering
パレット型,Palette Type
そのまま,Keep Type
RGB 画像に変換,Convert to RGB
グレースケール画像に変換,Convert to Grey
画像タイプ :,Image type :
統合 :,Flatten :
無視,Ignore
最初に扱われるフレーム,Initial frame
レイヤー選択 :,Layer Selection :
レイヤー選択の反転 :,Invert Layer Selection :
選択領域反転,Pixel Selection :
現在の高さ :,Current height :
新しい高さ :,New height :
比率 X :,X ratio :
比率 Y :,Y ratio :
動画プレビュー,Anim Preview
端点削除,Delete Point
次の端点,Next Point
前の端点,Prev Point
回転追跡,Rotate Follow
開始フレーム :,Start :
フォントサイズ :,FitSize :
オーバーレイ,Overlap :
移動,Move X :
移動,Move Y :
新しい高さ :,Scale Height :
サムネイルサイズ :,Thumbnail Size :
クリップの切り取り,Cut a clip
クリップのコピー,Copy a clip
宛 :,of :
自動,automatic
形式 :,AreaFormat :
内部エラー,internal error
画像またはフレームをファイル名に設定します,Set Image or Frame Filename
フィルターマクロ記述ファイルの選択,Set Filtermacro Filename
コメント,COMMENT
そのまま,Clip Type :
双方向,Pingpong :
非インターレース :,Deinterlace :
回転 :,Rotate 180
選択,MAIN Section
選択,Sub Section
ファイルを上書き,Overwrite File
最初に取り出すフレーム番号,Set range to extract
正確なシーク,Exact Seek
出力,Output
フレームから複数画像を作成する,Create only one multilayer Image
宛フレーム :,frame _
フレームレート :,Framenr 1 :
抽出開始,Start extraction
色相-彩度,Hue-Saturation ...
色相-彩度,Hue-Saturation
シアン,Cyan
マゼンタ,Magenta
色相 :,Hue :
彩度 :,Saturation :
高さ :,High Input :
ガンマ :,Gamma :
出力ファイル :,Low Output :
高さ :,High Output :
レイヤー不透明度の設定,Set Layer Opacity ...
レイヤー不透明度の設定,Set Layer Opacity
回転 :,Rotate angle :
開始フレーム,Storyframe
レイヤー,Layer
フレーム,Frame
マクロファイルを選択,Select Macrofile
上書き警告,Overwrite warning
ファイル名,filename
マクロファイル :,Macrofile :
モニタ,Monitor
8k 電話,8k Phone
12k 音声,12k Voice
24k テープ,24k Tape
一時ファイル :,Tmpfile :
フレームレートの設定,Set framerate
インターレース :,Interlace :
品質 :,Quality :
ビットレート :,KBitrate :
比率 X :,Reaction Delay :
バッファ :,Buffer :
ファイル形式 :,Fileformat :
フレーム形式 :,Frametype :
GOP,GOP :
DCT アルゴリズム :,DCT algorithm :
0 自動,0 auto
DCT で使うアルゴリズムの選択,Select algorithm for DCT
IDCT アルゴリズム :,IDCT algorithm :
6 faan,20 faan
ビットレート :,Bitexact
インターレースDCT,Interlace DCT
端点追加,Loop Filter
説明 :,qblur :
ビットレート :,Bitrate Tol :
フレームレート :,Maxrate Tol :
ビットレート :,Minrate Tol :
パス移動,Mux Rate :
コーデック名 :,CODEC Name :
JPEG 品質 :,JPEG quality :
品質 :,quality :
番号 :,Nr :
レイヤー :,Keycolour :
画像の統合,Flatten Image
保存の確認,Confirm Save
確認,Confirm
ファイルのエクスポート,Export File
パレット選択,Palette Selection
パターン選択,Pattern Selection
名前から,by name
ヘルプから,by help
著者から,by author
著作権表示から,by copyright
型から,by type
名前から検索中,Searching by name
ヘルプから検索中,Searching by help
著者から検索中,Searching by author
著作権表示から検索中,Searching by copyright
型から検索中,Searching by type
パーセント,percent
描画色塗り,FG colour fill
背景色塗り,BG colour fill
パターン塗り,Pattern fill
灰色,Grey
小さい,Small
白色のみ,White only
灰色のみ,Grey only
黒色のみ,Black only
画像,Image
平均,Average
双線形,Bi-linear
四角形,Square
埋め込み pixbuf,Inline pixbuf
画像ファイル,Image file
RGB カラー,RGB colour
RGB-アルファ,RGB-alpha
キュービック,Cubic
増加,Incremental
ノコギリ波,Sawtooth wave
三角波,Triangular wave
色管理なし,No colour management
鮮かさ重視,Perceptual
相対色距離,Relative colourimetric
現在 :,Current :
ファイル選択,Select _ All
ファイル選択,Select _ range :
書きこみ可能,Writable
市松模様の大きさ,Check Size
市松模様のスタイル,Check Style
固定,Anchor
切り抜き,Cr _ op
詳細設定 ...,More ...
単位選択,Unit Selection
単位,Unit
コントラスト,Portrait
ガンマ値,Gamma
モニタプロファイル :,Monitor profile :
色合せ,Colour Proof
黄色,Yellow
三角形,Triangle
水彩色,Watercolour
Python コンソール,Python-Fu Colour Selection
GNU 画像加工プログラムへようこそ !,Welcome to the GNU Image Manipulation Program !
実行時エラー,execution error
呼出時エラー,calling error
対話的に実行,Run interactively
非対話的に実行,Run non-interactively
左から右,From left to right
右から左,From right to left
ページ 000,Page 000
画像プロファイル :,Image profile :
HSV 色相環,HSV colour wheel
三角形,Wheel
ボタン 0,Button 0
ボタン 4,Button 4
ボタン 5,Button 5
ボタン 6,Button 6
ボタン 7,Button 7
ボタン 8,Button 8
ボタン 9,Button 9
左ボタン,Button Left
右ボタン,Button Right
エクストラボタン,Button Extra
後退ボタン,Button Back
ホイールボタン,Button Wheel
ギアダウンボタン,Button Gear Down
ギアアップボタン,Button Gear Up
X を左に動かす,X Move Left
X を右に動かす,X Move Right
Y を後に動かす,Y Move Back
Z を上に動かす,Z Move Up
Z を下に動かす,Z Move Down
ホイールを後にターン,Horiz . Wheel Turn Back
ダイヤルを左にターン,Dial Turn Left
ダイヤルを右にターン,Dial Turn Right
ホイールを左にターン,Wheel Turn Left
ホイールを右にターン,Wheel Turn Right
Linux Input イベントコントローラ,Linux input event controller
デバイス :,Device :
このデバイスは利用できません,Device not available
DirectX の DirectInput イベントコントローラ,DirectX DirectInput event controller
DirectX の DirectInput イベント,DirectX DirectInput
Y を向こうに動かす,Y Move Away
Y を手前に動かす,Y Move Near
MIDI イベントコントローラ,MIDI event controller
GIMP MIDI 入力コントローラ,GIMP MIDI Input Controller
Python-Fu ファイル選択,Python-Fu File Selection
テキストファイル,Text file
直接入力,Entry box
パレット,Palette
緑 または 彩度,Green or Saturation
青 または 明度,Blue or Value
画像分割,Slice
HTMLドキュメントを生成する場所,Path for HTML export
HTMLドキュメント名,Filename for export
画像ファイル名のプレフィクス,Image name prefix
エクスポートの画像形式,Image format
Python インタプリタを起動します,Interactive GIMP Python interpreter
グレーchannel-type,Greychannel-type
大check-type,Largecheck-type
画像clone-type,Imageclone-type
線形interpolation-type,Linearinterpolation-type
ストック IDicon-type,Stock IDicon-type
埋め込み pixbuficon-type,Inline pixbuficon-type
RGB-アルファimage-type,RGB-alphaimage-type
キュービックinterpolation-type,Cubicinterpolation-type
拡大zoom-type,Zoom inzoom-type
ブラック,Black
ファイル名 :,File Name
ピクセルサイズ,Pixel Size
そもそものはじめ,The Very Beginning
多角形選択,Polygonal Selection
GEGL 操作,GEGL operation
プラグイン開発,Plug-in Development
整列ツール,Align Tool
新しくなった切り抜きツール,New Crop Tool
スクリプト機能,Scripting
テキストツール,The Text Tool
パスツール,The Path Tool
バグ報告,Reporting the Bug
参考文献,Bibliography
画像の復帰,Reverting the image
ツールボックス,The Toolbox
ツールボックス,Toolbox
文字入れ,Text Management
テキスト品目の例,Example of a text item
テキストレイヤーの管理運用,Managing Text Layer
断念,cancel ;
テキストをパスに沿って変形 : テキストをパスに沿って変形,Text along path : Text along Path
パスに沿ってテキストを変形 の例,Text along Path example
導入設営,Setup
あと少し . . .,Finally . . .
選択,The Selection
境界のぼかし,Feathering
Script-Fu とは ?,Script-Fu ?
ボタン,Button
概観,Overview
記述,Write
カラーマップ,Colormap
アルファチャンネルの例,Example for Alpha channel
アルファチャンネル,Alpha Channel
レイヤーの形式,Layer type
連結,Linkage
鎖アイコン,Chain icon
レイヤーダイアログ,Layer Dialog
透明部分の保護,Lock Alpha channel
キーホルダーアクセサリー,Key fob
略号の例,Example
ソフトライト,Soft light
微粒結合,Grain merge
複数レイヤー複数モードの例,Multi layer example
レイヤーグループをつくる,Create a Layer Group
レイヤーグループを複製する,Duplicate a Layer Group
レイヤーグループを削除する,Delete a Layer Group
元画像,Original image
GIMP を起動する,Running GIMP
ナビゲーションプレビュー,Navigation preview
ナビゲーションボタン,Navigation button
画像の作成,Create image
新しい画像,New image
ファイルを開く,Open File
最近開いた画像ファイルを開く,Open Recent
ファイルマネージャー,File Manager
アルファチャンネルの加わった画像の例,Example of an image with alpha channel
緑チャンネル,Green channel
青チャンネル,Blue channel
合体,Docking
タブメニュー,Tab Menu
タブメニュー,Tab menu
タブの切り放し,Detach Tab
タブの切り放し,Detach tab
タブのロック,Lock Tab to Dock
タブのロック,Lock tab
プレビューサイズ,Preview Size
タブの見出し,Tab Style
ボタンバーの表示,Show Button Bar
画像選択ボックスの表示,Show Image Selection
アクティブな画像を自動的に追跡,Auto Follow Active Image
チャンネル,Channel
GIMP での色管理,Color Management in GIMP
ICC カラープロファイル,ICC profile
色管理を欠いた作業工程,Workflow without Color management
ICC プロファイルの適用,Applying the ICC-profile
色管理,Color management
カラープロファイル,Color profile
模擬印刷実験,Print Simulation
媒介変数つき,Parametric
ダイアログの呼び出し方,Activating the Dialog
新しいテンプレートを作成,Create a new template
タグづけ,Tagging
画像を保存,Save image
画像の保存 ダイアログ,Save Image Dialog
ダイアログの呼び出し方,Activate the Dialog
画像の保存 ダイアログ,The Save Image Dialog
ファイル形式の選択,Select File Type
ダイアログ,Dialog
サンプルポイント ダイアログの脈絡メニュー,The Sample Point menu
ピクセル値,Pixel
ピクセル情報ダイアログ,Pointer Dialog
ピクセル情報,Pointer
パターンの削除,Delete Pattern
パターン ダイアログの脈絡メニュー,The Pattern context menu
縮小見本画像,Preview image
パス名,Path Name
新しいパスを画像に追加,New Path
パスを背面へ,Lower Path
同じく パスを背面ヘ をご覧ください 。,See Lower Path .
パスの複製,Duplicate Path
後述するパスメニューの パスの複製 をご覧ください 。,See Duplicate Path .
パスを選択範囲に,Path to Selection
選択範囲をパスに,Selection to Path
パスに沿って描画,Paint along the path
パスの境界線を描画 ... をご覧ください 。,See Stroke Path .
パスの削除,Delete Path
パスのツール,Path Tool
パスの境界線を描画,Stroke Path
パスのコピー,Copy Path
パスをインポート ...,Import Path
パスをエクスポート ...,Export Path
新しいパレット,New Palette
新しいパレット,New palette
パレットの複製,Duplicate Palette
複製,Duplicate
パレットの削除,Delete Palette
メニュー,Menu
パレットのインポート ...,Import Palette
ソースの選択,Select Source
パレット名,Palette name
パレットの場所をコピー,Copy Palette Location
パレットから作成,From palette
パレットの並べ替え ...,Sort Palette ...
現在の描画色を追加,New Color from FG
色の削除,Delete Color
すべて表示されるように表示倍率を調整,Zoom All
描画色でエントリーを追加 ; 背景色でエントリーを追加,New Color from FG ; New Color from BG
ナビゲーションダイアログ,Navigation Dialog
レイヤーのサムネイル,Layer thumbnail
レイヤー名,Layer name
レイヤーの不透明度,Layer opacity
透明部分を保護,Lock alpha channel
透明保護の実行例,Example for Locking Alpha Channel
レイヤーの管理,Layer management
新しいレイヤーの追加 ...,New layer
レイヤーを一段下に移動,Lower layer
レイヤーの複製,Duplicate layer
レイヤーの固定,Anchor layer
レイヤーの削除,Delete layer
カラーマップダイアログ,Colormap Dialog
色見出しをクリック,Click on a color entry
Ctrl キーを押しながら色見出しをクリック,Ctrl -click on a color entry
色見出しをダブルクリック,Double-click on a color entry
HTML 表記,HTML-Notation
カラーマップ の脈絡メニュー,The Colormap context menu
インデックスカラーの並べ替え ...,Rearrange Colormap
観測範囲の設定,Range Setting
スクロールバー,Scrollbar
画像をエクスポート ダイアログ,Export Image Dialog
画像をエクスポート ダイアログ,The Export Image Dialog
エクスポートを実行,Exporting
テンプレート,Template
塗りつぶし色,Fill
色変更,Color Selector
GIMP セレクター,GIMP Selector
三角形セレクター,Triangle Color Selector
水彩色セレクター,Watercolor
水彩色セレクター,Watercolor Color Selector
パレット色セレクター,Palette Color Selector
スポイト,Color picker
HTML 表記法,HTML Notation
HTML 表記法の脈絡メニュー,The HTML Notation context menu
チャンネルの脈絡メニュー,Channel Context Menu
チャンネルの追加 ...,New Channel
チャンネルを下段へ,Lower Channel
チャンネルの複製,Duplicate Channel
チャンネルの削除,Delete Channel
チャンネルを選択範囲に,Channel to Selection
選択範囲から引く,Subtract from Selection
アルファチャンネル,Alpha channel
縮小見本画像,Thumbnail
チャンネル名,Channel name
選択したバッファーを削除,Delete Buffer
バッファー ダイアログの脈絡メニュー,Context menu
形状,Shape
角度,Angle
ロゴ効果,Alpha to Logo
フィルターの呼び出し方,Activate the filter
粒子の軌跡 ...,Particle Trace
粒子の軌跡 フィルター,The Particle Trace filter
粒子の軌跡 ロゴ,The Particle Trace logo
ヒット率,Hit rate
ネオン ...,Neon
ネオン フィルターの使用例,Example for the Neon filter
ネオン フィルター,The Neon filter
ネオン ロゴ,The Neon logo
発光色,Glow color
ネオン効果,The Neon effect
ネオン発光 レイヤー,The Neon Glow layer
白熱の輝き ...,Glowing Hot
白熱の輝き フィルターの使用例,Example for the Glowing Hot filter
白熱の輝き フィルター,The Glowing Hot filter
白熱の輝き ロゴ,The Glowing Hot logo
冷たい金属 ...,Cool Metal
冷たい金属 フィルターの使用例,Example for the Cool Metal filter
冷たい金属 フィルター,The Cool Metal filter
冷たい金属 ロゴ,The Cool Metal logo
映り込みの作成,Making the reflection
コミック本 ...,Comic Book
コミック本 フィルターの使用例,Example for the Comic Book filter
輪郭色,Outline color
クローム ...,Chrome
クローム フィルターの使用例,Example for the Chrome filter
クローム ロゴ,The Chrome logo
かじり取り ...,Chip Away
かじり取り フィルターの使用例,Example for the Chip Away filter
かじり取り フィルター,The Chip Away filter
かじり取り ロゴ,The Chip Away logo
切り欠け量,Chip amount
ぼかす量,Blur amount
反転,Invert
バンプレイヤーを残す,Keep bump layer
背景をパターンで塗りつぶす,Fill BG with pattern
かじり取り効果がうまれるまでに 、 フィルターは,"To achieve a chipping effect , the filter ..."
チョーク ...,Chalk
チョーク フィルターの使用例,Example for the Chalk filter
チョーク ロゴ,The Chalk logo
チョーク のオプション,Chalk option
チョーク フィルターは,The Chalk filter
牛模様 ...,Bovination
牛模様 フィルターの使用例,Example for the Bovination filter
文字色,Text color
エイリアンネオン ...,Alien Neon
エイリアンネオン フィルターの使用例,Example for the Alien Neon filter
エイリアン発光 ...,Alien Glow
エイリアン発光 フィルターの使用例,Example for the Alien Glow filter
エイリアン発光 フィルター,The Alien Glow filter
エイリアン発光 ロゴ,The Alien Glow logo
3D アウトライン ...,3D Outline
3D アウトライン フィルターの使用例,Example for the 3D Outline filter
3D アウトライン フィルター,The 3D Outline filter
3D アウトライン ロゴ,The 3D Outline logo
アニメーション,Animation
波 適用後のコマ,A Wave frame
フィルターの呼び出し方,Activating the filter
波長,Wavelength
回転する球体 ...,Spinning Globe
回転する球体 フィルターの使用例 : 元画像,Example for the Spinning Globe filter : original image
左から右に回転,Turn from left to right
コピーで作業する,Work on copy
波紋 ...,Rippling
波紋 フィルターの使用例,Example for the Rippling filter
再生 ...,Playback
コマ送り,Step
最適化,Optimize
最適化を解除,Unoptimize
焼き付け ...,Burn-In
焼き付け フィルターの使用例 : 元画像,Example for the Burn-In filter : original image
発光の残像,After glow
GIF 向けに下準備する,Prepare for GIF
織物 ...,Weave
織物の例,Example of Weave
対象チャンネル,Effect Channel
操作関数,Effect Operator
導函数オプションの例,Derivative option example
合成要素,Convolve
対象画像,Effect image
テクスチャーの例,Texture example
フィルター長,Filter length
ぼかし用途でのフィルター長の活用例,Action example of Filter Length on blur
テクスチャー用途のフィルター長の例,Filter Length example on texture
最小値,Minimum value
最大値,Maximum value
柔らかい発光 ...,Softglow
柔らかい発光 フィルターの使用例,Example for the SoftGlow filter
フィルターの呼び出し方,Starting filter
ピクセル化,Pixelize
ピクセル量,Pixel amount
別レイヤーを生成する,Separate layer
フィルターのアルゴリズム,Filter algorithm
原画,Original
RGB 値最小,Min RGB
元の画像です 。,The original image .
写真コピー ...,Photocopy
写真コピー フィルターの使用例,Example for the Photocopy filter
黒の割合,Percent black
白の割合,Percent white
油絵化 ...,Oilify
油絵化 フィルターの使用例,Example for the Oilify filter
指数,Exponent
覆布化 ...,Clothify
