en-US,en-US_tags,en-US_source_type,en-US_collection_id,es,es_tags,es_source_type,es_collection_id,fr,fr_tags,fr_source_type,fr_collection_id,ja,ja_tags,ja_source_type,ja_collection_id,nan-TW,nan-TW_tags,nan-TW_source_type,nan-TW_collection_id,yue-HK,yue-HK_tags,yue-HK_source_type,yue-HK_collection_id,zh-CN,zh-CN_tags,zh-CN_source_type,zh-CN_collection_id,zh-TW,zh-TW_tags,zh-TW_source_type,zh-TW_collection_id
Left to Right (LTR),create.ltr,ai,1000000,Izquierda a Derecha (LTR),create.ltr,ai,1000000,De gauche à droite (LTR),create.ltr,ai,1000000,左から右（LTR）,create.ltr,ai,1000000,由左向右 (LTR),create.ltr,ai,1000000,從左到右 (LTR),create.ltr,ai,1000000,从左到右（LTR）,create.ltr,ai,1000000,從左到右 (LTR),create.ltr,ai,1000000
Meaning Description,create.meaningDescription,ai,1000000,Descripción del significado,create.meaningDescription,ai,1000000,Description de la signification,create.meaningDescription,ai,1000000,意味の説明,create.meaningDescription,ai,1000000,語意說明,create.meaningDescription,ai,1000000,含義描述,create.meaningDescription,ai,1000000,含义描述,create.meaningDescription,ai,1000000,含義描述,create.meaningDescription,ai,1000000
A comprehensive description of what this meaning represents,create.meaningDescriptionHelp,ai,1000000,Una descripción completa de lo que representa este significado,create.meaningDescriptionHelp,ai,1000000,Une description complète de ce que représente cette signification,create.meaningDescriptionHelp,ai,1000000,この意味が何を表しているかの包括的な説明,create.meaningDescriptionHelp,ai,1000000,完整解釋這个語意代表个意思,create.meaningDescriptionHelp,ai,1000000,對此含義所代表內容嘅全面描述,create.meaningDescriptionHelp,ai,1000000,对此含义所代表内容的全面描述,create.meaningDescriptionHelp,ai,1000000,對此含義所代表內容的全面描述,create.meaningDescriptionHelp,ai,1000000
Detailed explanation of this meaning,create.meaningDescriptionPlaceholder,ai,1000000,Explicación detallada de este significado,create.meaningDescriptionPlaceholder,ai,1000000,Explication détaillée de cette signification,create.meaningDescriptionPlaceholder,ai,1000000,この意味の詳細な説明,create.meaningDescriptionPlaceholder,ai,1000000,較詳細个語意解說,create.meaningDescriptionPlaceholder,ai,1000000,此含義嘅詳細解釋,create.meaningDescriptionPlaceholder,ai,1000000,此含义的详细解释,create.meaningDescriptionPlaceholder,ai,1000000,此含義的詳細解釋,create.meaningDescriptionPlaceholder,ai,1000000
Meaning Gloss,create.meaningGloss,ai,1000000,Glosa del significado,create.meaningGloss,ai,1000000,Glose de la signification,create.meaningGloss,ai,1000000,意味の語彙,create.meaningGloss,ai,1000000,語意標題,create.meaningGloss,ai,1000000,含義標題,create.meaningGloss,ai,1000000,含义简述,create.meaningGloss,ai,1000000,含義標題,create.meaningGloss,ai,1000000
A short phrase that captures the essence of this meaning,create.meaningGlossHelp,ai,1000000,Una frase corta que captura la esencia de este significado,create.meaningGlossHelp,ai,1000000,Une courte phrase qui capture l'essence de cette signification,create.meaningGlossHelp,ai,1000000,この意味の本質を捉えた短いフレーズ,create.meaningGlossHelp,ai,1000000,一兩句話講這个語意个意思,create.meaningGlossHelp,ai,1000000,捕捉此含義本質嘅短語,create.meaningGlossHelp,ai,1000000,捕捉此含义精髓的短语,create.meaningGlossHelp,ai,1000000,捕捉此含義本質的短語,create.meaningGlossHelp,ai,1000000
Brief identifier for this meaning,create.meaningGlossPlaceholder,ai,1000000,Identificador breve para este significado,create.meaningGlossPlaceholder,ai,1000000,Identifiant bref pour cette signification,create.meaningGlossPlaceholder,ai,1000000,この意味の簡単な識別子,create.meaningGlossPlaceholder,ai,1000000,簡短个語意,create.meaningGlossPlaceholder,ai,1000000,此含義嘅簡要標識,create.meaningGlossPlaceholder,ai,1000000,此含义的简短标识,create.meaningGlossPlaceholder,ai,1000000,此含義的簡要標識,create.meaningGlossPlaceholder,ai,1000000
Tags,create.meaningTags,ai,1000000,Etiquetas,create.meaningTags,ai,1000000,Étiquettes,create.meaningTags,ai,1000000,タグ,create.meaningTags,ai,1000000,標籤,create.meaningTags,ai,1000000,標籤,create.meaningTags,ai,1000000,标签,create.meaningTags,ai,1000000,標籤,create.meaningTags,ai,1000000
Tags help categorize and find meanings (press Enter or comma to add),create.meaningTagsHelp,ai,1000000,Las etiquetas ayudan a categorizar y encontrar significados (presiona Enter o coma para añadir),create.meaningTagsHelp,ai,1000000,Les étiquettes aident à catégoriser et trouver des significations (appuyez sur Entrée ou virgule pour ajouter),create.meaningTagsHelp,ai,1000000,タグは意味の分類と検索に役立ちます（Enterキーまたはカンマで追加）,create.meaningTagsHelp,ai,1000000,標籤會使汝較容易分類佮揣語意（按 Enter 抑逗號添加）,create.meaningTagsHelp,ai,1000000,標籤有助於分類同查找含義（按 Enter 鍵或者逗號添加）,create.meaningTagsHelp,ai,1000000,标签有助于分类和查找含义（按回车或逗号添加）,create.meaningTagsHelp,ai,1000000,標籤有助於分類和查找含義（按回車鍵或逗號添加）,create.meaningTagsHelp,ai,1000000
Add a tag...,create.meaningTagsPlaceholder,ai,1000000,Añadir una etiqueta...,create.meaningTagsPlaceholder,ai,1000000,Ajouter une étiquette...,create.meaningTagsPlaceholder,ai,1000000,タグを追加...,create.meaningTagsPlaceholder,ai,1000000,加標籤…,create.meaningTagsPlaceholder,ai,1000000,添加標籤...,create.meaningTagsPlaceholder,ai,1000000,添加标签...,create.meaningTagsPlaceholder,ai,1000000,添加標籤...,create.meaningTagsPlaceholder,ai,1000000
Native Name,create.nativeName,ai,1000000,Nombre nativo,create.nativeName,ai,1000000,Nom Natif,create.nativeName,ai,1000000,ネイティブ名,create.nativeName,ai,1000000,本地語名,create.nativeName,ai,1000000,本地名稱,create.nativeName,ai,1000000,本地名称,create.nativeName,ai,1000000,本地名稱,create.nativeName,ai,1000000
e.g. Native Language Name,create.nativeNamePlaceholder,ai,1000000,ej. Idioma Nativo,create.nativeNamePlaceholder,ai,1000000,ex. Nom de la langue maternelle,create.nativeNamePlaceholder,ai,1000000,例：ネイティブ言語名,create.nativeNamePlaceholder,ai,1000000,比如：語言个本地稱呼,create.nativeNamePlaceholder,ai,1000000,例如：本地語言名稱,create.nativeNamePlaceholder,ai,1000000,例如：本地语言名称,create.nativeNamePlaceholder,ai,1000000,例如：本地語言名稱,create.nativeNamePlaceholder,ai,1000000
Native Region Name,create.nativeRegionName,ai,1000000,Nombre de Región Nativa,create.nativeRegionName,ai,1000000,Nom de Région Natif,create.nativeRegionName,ai,1000000,ネイティブ地域名,create.nativeRegionName,ai,1000000,地區个本地名,create.nativeRegionName,ai,1000000,本地地區名稱,create.nativeRegionName,ai,1000000,本地地区名称,create.nativeRegionName,ai,1000000,本地地區名稱,create.nativeRegionName,ai,1000000
"e.g. Londres, R.-U.",create.nativeRegionNamePlaceholder,ai,1000000,"ej. Londres, Reino Unido",create.nativeRegionNamePlaceholder,ai,1000000,"ex. Londres, Royaume-Uni",create.nativeRegionNamePlaceholder,ai,1000000,例：ロンドン、イギリス,create.nativeRegionNamePlaceholder,ai,1000000,比如：倫敦，英國,create.nativeRegionNamePlaceholder,ai,1000000,例如：倫敦，英國,create.nativeRegionNamePlaceholder,ai,1000000,"例如：Londres, R.-U.",create.nativeRegionNamePlaceholder,ai,1000000,例如：倫敦，英國,create.nativeRegionNamePlaceholder,ai,1000000
Parsing location information...,create.parsingLocation,ai,1000000,Analizando información de ubicación...,create.parsingLocation,ai,1000000,Analyse des informations de localisation...,create.parsingLocation,ai,1000000,位置情報を解析中...,create.parsingLocation,ai,1000000,解析所在資訊中…,create.parsingLocation,ai,1000000,正在解析位置資訊...,create.parsingLocation,ai,1000000,解析位置信息中...,create.parsingLocation,ai,1000000,正在解析位置資訊...,create.parsingLocation,ai,1000000
Region (optional),create.region,ai,1000000,Región (opcional),create.region,ai,1000000,Région (facultatif),create.region,ai,1000000,地域 (任意),create.region,ai,1000000,地區（選填）,create.region,ai,1000000,地區（可選）,create.region,ai,1000000,地区（可选）,create.region,ai,1000000,地區（可選）,create.region,ai,1000000
Geographic region or area,create.regionHelp,ai,1000000,Región geográfica o área,create.regionHelp,ai,1000000,Région géographique ou zone,create.regionHelp,ai,1000000,地理的地域またはエリア,create.regionHelp,ai,1000000,這條語詞个地區或來源所在,create.regionHelp,ai,1000000,地理位置或區域,create.regionHelp,ai,1000000,地理区域或地区,create.regionHelp,ai,1000000,地理位置或區域,create.regionHelp,ai,1000000
Region Information,create.regionInformation,ai,1000000,Información de Región,create.regionInformation,ai,1000000,Informations sur la région,create.regionInformation,ai,1000000,地域情報,create.regionInformation,ai,1000000,地區資訊,create.regionInformation,ai,1000000,地區資訊,create.regionInformation,ai,1000000,地区信息,create.regionInformation,ai,1000000,地區信息,create.regionInformation,ai,1000000
Region Name,create.regionName,ai,1000000,Nombre de Región,create.regionName,ai,1000000,Nom de la Région,create.regionName,ai,1000000,地域名,create.regionName,ai,1000000,地區名,create.regionName,ai,1000000,地區名稱,create.regionName,ai,1000000,地区名称,create.regionName,ai,1000000,地區名稱,create.regionName,ai,1000000
"e.g. London, UK",create.regionNamePlaceholder,ai,1000000,"ej. Londres, Reino Unido",create.regionNamePlaceholder,ai,1000000,"ex. Londres, Royaume-Uni",create.regionNamePlaceholder,ai,1000000,例：ロンドン、イギリス,create.regionNamePlaceholder,ai,1000000,比如：台南市、英國倫敦,create.regionNamePlaceholder,ai,1000000,例如：倫敦，英國,create.regionNamePlaceholder,ai,1000000,例如：伦敦，英国,create.regionNamePlaceholder,ai,1000000,例如：倫敦，英國,create.regionNamePlaceholder,ai,1000000
"e.g. China, Spain, Global",create.regionPlaceholder,ai,1000000,"ej. China, España, Global",create.regionPlaceholder,ai,1000000,"ex. Chine, Espagne, Global",create.regionPlaceholder,ai,1000000,"例: 中国, スペイン, グローバル",create.regionPlaceholder,ai,1000000,比如：台灣、日本、全球,create.regionPlaceholder,ai,1000000,例如：中國、西班牙、全球,create.regionPlaceholder,ai,1000000,例如：中国、西班牙、全球,create.regionPlaceholder,ai,1000000,例如：中國、西班牙、全球,create.regionPlaceholder,ai,1000000
Language and text are required.,create.requiredError,ai,1000000,El idioma y el texto son obligatorios.,create.requiredError,ai,1000000,La langue et le texte sont requis.,create.requiredError,ai,1000000,言語とテキストは必須です。,create.requiredError,ai,1000000,語言佮語詞攏是必填欄位。,create.requiredError,ai,1000000,語言同文字係必填項。,create.requiredError,ai,1000000,语言和文本为必填项。,create.requiredError,ai,1000000,語言和文字為必填項。,create.requiredError,ai,1000000
Right to Left (RTL),create.rtl,ai,1000000,Derecha a Izquierda (RTL),create.rtl,ai,1000000,De droite à gauche (RTL),create.rtl,ai,1000000,右から左（RTL）,create.rtl,ai,1000000,由右向左 (RTL),create.rtl,ai,1000000,從右到左 (RTL),create.rtl,ai,1000000,从右到左（RTL）,create.rtl,ai,1000000,從右到左 (RTL),create.rtl,ai,1000000
Select language...,create.selectLanguage,ai,1000000,Seleccionar idioma...,create.selectLanguage,ai,1000000,Sélectionner la langue...,create.selectLanguage,ai,1000000,言語を選択...,create.selectLanguage,ai,1000000,揀語言…,create.selectLanguage,ai,1000000,選擇語言...,create.selectLanguage,ai,1000000,选择语言...,create.selectLanguage,ai,1000000,選擇語言...,create.selectLanguage,ai,1000000
Select on map,create.selectOnMap,ai,1000000,Seleccionar en el mapa,create.selectOnMap,ai,1000000,Sélectionner sur la carte,create.selectOnMap,ai,1000000,地図上で選択,create.selectOnMap,ai,1000000,佇地圖揀地點,create.selectOnMap,ai,1000000,喺地圖上選擇,create.selectOnMap,ai,1000000,在地图上选择,create.selectOnMap,ai,1000000,在地圖上選擇,create.selectOnMap,ai,1000000
Selected expression:,create.selectedExpression,ai,1000000,Expresión seleccionada:,create.selectedExpression,ai,1000000,Expression sélectionnée:,create.selectedExpression,ai,1000000,選択された表現:,create.selectedExpression,ai,1000000,汝揀个語詞：,create.selectedExpression,ai,1000000,已選詞句：,create.selectedExpression,ai,1000000,选定的词句：,create.selectedExpression,ai,1000000,已選詞句：,create.selectedExpression,ai,1000000
Source reference (optional),create.source,ai,1000000,Referencia de fuente (opcional),create.source,ai,1000000,Référence de source (facultatif),create.source,ai,1000000,ソース参照 (任意),create.source,ai,1000000,來源（選填）,create.source,ai,1000000,來源參考（可選）,create.source,ai,1000000,来源参考（可选）,create.source,ai,1000000,來源參考（可選）,create.source,ai,1000000
Origin or reference for this expression,create.sourceHelp,ai,1000000,Origen o referencia para esta expresión,create.sourceHelp,ai,1000000,Origine ou référence pour cette expression,create.sourceHelp,ai,1000000,この表現の出典または参照,create.sourceHelp,ai,1000000,這條語詞个參考來源,create.sourceHelp,ai,1000000,呢句詞句嘅來源或參考,create.sourceHelp,ai,1000000,此词句的来源或参考,create.sourceHelp,ai,1000000,此詞句的來源或參考,create.sourceHelp,ai,1000000
"e.g. Wiktionary, Dictionary.com, or a URL",create.sourcePlaceholder,ai,1000000,"ej. Wiktionary, Dictionary.com, o una URL",create.sourcePlaceholder,ai,1000000,"ex. Wiktionary, Dictionary.com, ou une URL",create.sourcePlaceholder,ai,1000000,"例: Wiktionary, Dictionary.com, またはURL",create.sourcePlaceholder,ai,1000000,比如：維基詞典、Dictionary.com 或 URL,create.sourcePlaceholder,ai,1000000,例如：維基詞典、Dictionary.com 或者 URL,create.sourcePlaceholder,ai,1000000,例如：维基词典、Dictionary.com 或 URL,create.sourcePlaceholder,ai,1000000,例如：維基詞典、Dictionary.com 或 URL,create.sourcePlaceholder,ai,1000000
Create Expression,create.submit,ai,1000000,Crear expresión,create.submit,ai,1000000,Créer l'expression,create.submit,ai,1000000,表現を作成,create.submit,ai,1000000,建立語詞,create.submit,ai,1000000,建立詞句,create.submit,ai,1000000,创建词句,create.submit,ai,1000000,建立詞句,create.submit,ai,1000000
,create.submitting,ai,1000000,,create.submitting,ai,1000000,,create.submitting,ai,1000000,送信中...,create.submitting,ai,1000000,,create.submitting,ai,1000000,,create.submitting,ai,1000000,,create.submitting,ai,1000000,,create.submitting,ai,1000000
Text,create.text,ai,1000000,Texto,create.text,ai,1000000,Texte,create.text,ai,1000000,テキスト,create.text,ai,1000000,語詞,create.text,ai,1000000,文字,create.text,ai,1000000,文本,create.text,ai,1000000,文字,create.text,ai,1000000
Text Direction,create.textDirection,ai,1000000,Dirección del Texto,create.textDirection,ai,1000000,Direction du Texte,create.textDirection,ai,1000000,文字方向,create.textDirection,ai,1000000,文字方向,create.textDirection,ai,1000000,文字方向,create.textDirection,ai,1000000,文本方向,create.textDirection,ai,1000000,文字方向,create.textDirection,ai,1000000
The actual word or sentence in the language,create.textHelp,ai,1000000,La palabra o oración real en el idioma,create.textHelp,ai,1000000,Le mot ou la phrase réelle dans la langue,create.textHelp,ai,1000000,言語における実際の単語や文,create.textHelp,ai,1000000,實際个一句話抑是語詞,create.textHelp,ai,1000000,該語言入面實際嘅詞語或句子,create.textHelp,ai,1000000,语言中的实际单词或句子,create.textHelp,ai,1000000,該語言中的實際詞語或句子,create.textHelp,ai,1000000
Enter the linguistic expression,create.textPlaceholder,ai,1000000,Ingresa la expresión lingüística,create.textPlaceholder,ai,1000000,Entrez l'expression linguistique,create.textPlaceholder,ai,1000000,言語表現を入力,create.textPlaceholder,ai,1000000,請輸入語詞,create.textPlaceholder,ai,1000000,輸入語言詞句,create.textPlaceholder,ai,1000000,输入词句,create.textPlaceholder,ai,1000000,輸入語言詞句,create.textPlaceholder,ai,1000000
Add New Expression,create.title,ai,1000000,Agregar nueva expresión,create.title,ai,1000000,Ajouter une nouvelle expression,create.title,ai,1000000,新しい表現を追加,create.title,ai,1000000,新增語詞,create.title,ai,1000000,新增新詞句,create.title,ai,1000000,添加新词句,create.title,ai,1000000,新增新詞句,create.title,ai,1000000
Already linked,detail.alreadyLinked,ai,1000000,Ya enlazado,detail.alreadyLinked,ai,1000000,Déjà lié,detail.alreadyLinked,ai,1000000,すでにリンク済み,detail.alreadyLinked,ai,1000000,已經連結矣,detail.alreadyLinked,ai,1000000,已連結,detail.alreadyLinked,ai,1000000,已链接,detail.alreadyLinked,ai,1000000,已連結,detail.alreadyLinked,ai,1000000
Associate Expressions,detail.associateExpressions,ai,1000000,Asociar expresiones,detail.associateExpressions,ai,1000000,Associer des expressions,detail.associateExpressions,ai,1000000,表現を関連付ける,detail.associateExpressions,ai,1000000,關聯語詞,detail.associateExpressions,ai,1000000,關聯詞句,detail.associateExpressions,ai,1000000,关联词句,detail.associateExpressions,ai,1000000,關聯詞句,detail.associateExpressions,ai,1000000
Associate with meanings,detail.associateWithMeanings,ai,1000000,Asociar con significados,detail.associateWithMeanings,ai,1000000,Associer avec des significations,detail.associateWithMeanings,ai,1000000,意味と関連付ける,detail.associateWithMeanings,ai,1000000,關聯語意,detail.associateWithMeanings,ai,1000000,關聯含義,detail.associateWithMeanings,ai,1000000,关联含义,detail.associateWithMeanings,ai,1000000,關聯含義,detail.associateWithMeanings,ai,1000000
Associated Expressions,detail.associatedExpressions,ai,1000000,Expresiones asociadas,detail.associatedExpressions,ai,1000000,Expressions associées,detail.associatedExpressions,ai,1000000,関連する表現,detail.associatedExpressions,ai,1000000,已關聯語詞,detail.associatedExpressions,ai,1000000,已關聯詞句,detail.associatedExpressions,ai,1000000,已关联词句,detail.associatedExpressions,ai,1000000,已關聯詞句,detail.associatedExpressions,ai,1000000
Associated Meanings,detail.associatedMeanings,ai,1000000,Significados asociados,detail.associatedMeanings,ai,1000000,Significations associées,detail.associatedMeanings,ai,1000000,関連する意味,detail.associatedMeanings,ai,1000000,相關意思,detail.associatedMeanings,ai,1000000,關聯意思,detail.associatedMeanings,ai,1000000,关联含义,detail.associatedMeanings,ai,1000000,關聯含義,detail.associatedMeanings,ai,1000000
Back to Search,detail.backToSearch,ai,1000000,Volver a la búsqueda,detail.backToSearch,ai,1000000,Retour à la recherche,detail.backToSearch,ai,1000000,検索に戻る,detail.backToSearch,ai,1000000,倒轉去尋揣頁,detail.backToSearch,ai,1000000,返回搜尋,detail.backToSearch,ai,1000000,返回搜索,detail.backToSearch,ai,1000000,返回搜尋,detail.backToSearch,ai,1000000
Cancel,detail.cancel,ai,1000000,Cancelar,detail.cancel,ai,1000000,Annuler,detail.cancel,ai,1000000,キャンセル,detail.cancel,ai,1000000,取消,detail.cancel,ai,1000000,取消,detail.cancel,ai,1000000,取消,detail.cancel,ai,1000000,取消,detail.cancel,ai,1000000
Create Expression,detail.createExpression,ai,1000000,Crear expresión,detail.createExpression,ai,1000000,Créer une expression,detail.createExpression,ai,1000000,表現を作成,detail.createExpression,ai,1000000,建立語詞,detail.createExpression,ai,1000000,建立詞句,detail.createExpression,ai,1000000,创建词句,detail.createExpression,ai,1000000,建立詞句,detail.createExpression,ai,1000000
Create Meaning,detail.createMeaning,ai,1000000,Crear significado,detail.createMeaning,ai,1000000,Créer une signification,detail.createMeaning,ai,1000000,意味を作成,detail.createMeaning,ai,1000000,建立語意,detail.createMeaning,ai,1000000,建立含義,detail.createMeaning,ai,1000000,创建含义,detail.createMeaning,ai,1000000,建立含義,detail.createMeaning,ai,1000000
Create new meaning…,detail.createNew,ai,1000000,Crear nuevo significado…,detail.createNew,ai,1000000,Créer une nouvelle signification…,detail.createNew,ai,1000000,新しい意味を作成…,detail.createNew,ai,1000000,建立新語意…,detail.createNew,ai,1000000,建立新含義…,detail.createNew,ai,1000000,创建新含义…,detail.createNew,ai,1000000,建立新含義…,detail.createNew,ai,1000000
Expression Details,detail.expressionDetails,ai,1000000,Detalles de la expresión,detail.expressionDetails,ai,1000000,Détails de l'expression,detail.expressionDetails,ai,1000000,表現の詳細,detail.expressionDetails,ai,1000000,語詞資料,detail.expressionDetails,ai,1000000,詞句詳情,detail.expressionDetails,ai,1000000,词句详情,detail.expressionDetails,ai,1000000,詞句詳情,detail.expressionDetails,ai,1000000
Search results include the current expression.,detail.includesCurrent,ai,1000000,Los resultados de búsqueda incluyen la expresión actual.,detail.includesCurrent,ai,1000000,Les résultats de recherche incluent l'expression actuelle.,detail.includesCurrent,ai,1000000,検索結果に現在の表現が含まれています。,detail.includesCurrent,ai,1000000,尋揣結果有包含這條語詞。,detail.includesCurrent,ai,1000000,搜尋結果包含當前詞句。,detail.includesCurrent,ai,1000000,搜索结果包含当前词句。,detail.includesCurrent,ai,1000000,搜尋結果包含當前詞句。,detail.includesCurrent,ai,1000000
Link,detail.link,ai,1000000,Enlazar,detail.link,ai,1000000,Lier,detail.link,ai,1000000,リンク,detail.link,ai,1000000,連結,detail.link,ai,1000000,連結,detail.link,ai,1000000,链接,detail.link,ai,1000000,連結,detail.link,ai,1000000
Link to meaning:,detail.linkToMeaning,ai,1000000,Enlazar al significado:,detail.linkToMeaning,ai,1000000,Lier à la signification:,detail.linkToMeaning,ai,1000000,意味にリンク:,detail.linkToMeaning,ai,1000000,連結到語意：,detail.linkToMeaning,ai,1000000,連結到含義：,detail.linkToMeaning,ai,1000000,链接到含义：,detail.linkToMeaning,ai,1000000,連結到含義：,detail.linkToMeaning,ai,1000000
Loading expression details...,detail.loading,ai,1000000,Cargando detalles de la expresión...,detail.loading,ai,1000000,Chargement des détails de l'expression...,detail.loading,ai,1000000,表現の詳細を読み込み中...,detail.loading,ai,1000000,語詞資料載入中…,detail.loading,ai,1000000,正在載入詞句詳情...,detail.loading,ai,1000000,加载词句详情中...,detail.loading,ai,1000000,正在載入詞句詳情...,detail.loading,ai,1000000
New meaning gloss,detail.newMeaningGloss,ai,1000000,Glosa del nuevo significado,detail.newMeaningGloss,ai,1000000,Glose de la nouvelle signification,detail.newMeaningGloss,ai,1000000,新しい意味の語彙,detail.newMeaningGloss,ai,1000000,新語意標題,detail.newMeaningGloss,ai,1000000,新含義標題,detail.newMeaningGloss,ai,1000000,新含义简述,detail.newMeaningGloss,ai,1000000,新含義標題,detail.newMeaningGloss,ai,1000000
No expressions found. Try different search terms or create a new expression.,detail.noExpressionsFound,ai,1000000,No se encontraron expresiones. Prueba con términos de búsqueda diferentes o crea una nueva expresión.,detail.noExpressionsFound,ai,1000000,Aucune expression trouvée. Essayez des termes de recherche différents ou créez une nouvelle expression.,detail.noExpressionsFound,ai,1000000,表現が見つかりません。別の検索語を試すか、新しい表現を作成してください。,detail.noExpressionsFound,ai,1000000,揣無語詞，請換別个尋揣詞抑是建立新語詞。,detail.noExpressionsFound,ai,1000000,未搵到詞句。請試下唔同嘅搜尋詞或建立新詞句。,detail.noExpressionsFound,ai,1000000,未找到词句。尝试不同的搜索词或创建新词句。,detail.noExpressionsFound,ai,1000000,未找到詞句。請嘗試不同的搜尋詞或建立新詞句。,detail.noExpressionsFound,ai,1000000
No meanings associated with this expression,detail.noMeanings,ai,1000000,No hay significados asociados con esta expresión,detail.noMeanings,ai,1000000,Aucune signification associée à cette expression,detail.noMeanings,ai,1000000,この表現に関連する意味はありません,detail.noMeanings,ai,1000000,這條語詞猶未關聯語意,detail.noMeanings,ai,1000000,呢句詞句未關聯任何含義,detail.noMeanings,ai,1000000,此词句未关联任何含义,detail.noMeanings,ai,1000000,此詞句未關聯任何含義,detail.noMeanings,ai,1000000
Search,detail.search,ai,1000000,Buscar,detail.search,ai,1000000,Recherche,detail.search,ai,1000000,検索,detail.search,ai,1000000,尋揣,detail.search,ai,1000000,搜尋,detail.search,ai,1000000,搜索,detail.search,ai,1000000,搜尋,detail.search,ai,1000000
Search expressions to associate...,detail.searchPlaceholder,ai,1000000,Buscar expresiones para asociar...,detail.searchPlaceholder,ai,1000000,Rechercher des expressions à associer...,detail.searchPlaceholder,ai,1000000,関連付ける表現を検索...,detail.searchPlaceholder,ai,1000000,尋揣欲關聯个語詞…,detail.searchPlaceholder,ai,1000000,搜尋要關聯嘅詞句...,detail.searchPlaceholder,ai,1000000,搜索要关联的词句...,detail.searchPlaceholder,ai,1000000,搜尋要關聯的詞句...,detail.searchPlaceholder,ai,1000000
Searching...,detail.searching,ai,1000000,Buscando...,detail.searching,ai,1000000,Recherche en cours...,detail.searching,ai,1000000,検索中...,detail.searching,ai,1000000,尋揣中…,detail.searching,ai,1000000,正在搜尋...,detail.searching,ai,1000000,搜索中...,detail.searching,ai,1000000,正在搜尋...,detail.searching,ai,1000000
-- Select meaning --,detail.selectMeaning,ai,1000000,-- Seleccionar significado --,detail.selectMeaning,ai,1000000,-- Sélectionner une signification --,detail.selectMeaning,ai,1000000,-- 意味を選択 --,detail.selectMeaning,ai,1000000,-- 揀語意 --,detail.selectMeaning,ai,1000000,-- 選擇含義 --,detail.selectMeaning,ai,1000000,-- 选择含义 --,detail.selectMeaning,ai,1000000,-- 選擇含義 --,detail.selectMeaning,ai,1000000
The verification link is invalid or has expired.,emailVerification.errorMessage,ai,1000000,El enlace de verificación no es válido o ha expirado.,emailVerification.errorMessage,ai,1000000,Le lien de vérification n'est pas valide ou a expiré.,emailVerification.errorMessage,ai,1000000,確認リンクが無効か、期限切れです。,emailVerification.errorMessage,ai,1000000,驗證連結無效抑是已經過期。,emailVerification.errorMessage,ai,1000000,驗證連結無效或者已經過期。,emailVerification.errorMessage,ai,1000000,验证链接无效或已过期。,emailVerification.errorMessage,ai,1000000,驗證連結無效或已過期。,emailVerification.errorMessage,ai,1000000
Email Verification Failed,emailVerification.errorTitle,ai,1000000,Error en la verificación del correo electrónico,emailVerification.errorTitle,ai,1000000,Échec de la vérification de l'e-mail,emailVerification.errorTitle,ai,1000000,メールアドレスの確認に失敗しました,emailVerification.errorTitle,ai,1000000,電子信箱驗證失敗,emailVerification.errorTitle,ai,1000000,電郵驗證失敗,emailVerification.errorTitle,ai,1000000,邮箱验证失败,emailVerification.errorTitle,ai,1000000,電子信箱驗證失敗,emailVerification.errorTitle,ai,1000000
Go to Login,emailVerification.goToLogin,ai,1000000,Ir a Iniciar Sesión,emailVerification.goToLogin,ai,1000000,Aller à la connexion,emailVerification.goToLogin,ai,1000000,ログインページへ,emailVerification.goToLogin,ai,1000000,前往登入,emailVerification.goToLogin,ai,1000000,前往登入,emailVerification.goToLogin,ai,1000000,前往登录,emailVerification.goToLogin,ai,1000000,前往登入,emailVerification.goToLogin,ai,1000000
Your email has been verified. You can now log in to your account.,emailVerification.successMessage,ai,1000000,Tu correo electrónico ha sido verificado. Ahora puedes iniciar sesión en tu cuenta.,emailVerification.successMessage,ai,1000000,Votre e-mail a été vérifié. Vous pouvez maintenant vous connecter à votre compte.,emailVerification.successMessage,ai,1000000,メールアドレスが確認されました。アカウントにログインできます。,emailVerification.successMessage,ai,1000000,汝个電子信箱已經驗證完成，這馬會使登入汝个帳號。,emailVerification.successMessage,ai,1000000,你嘅電郵已成功驗證，而家可以登入你嘅帳號。,emailVerification.successMessage,ai,1000000,您的邮箱已通过验证。您现在可以登录您的账户。,emailVerification.successMessage,ai,1000000,您的電子信箱已通過驗證。您現在可以登入您的帳號。,emailVerification.successMessage,ai,1000000
Email Verified Successfully!,emailVerification.successTitle,ai,1000000,¡Correo electrónico verificado con éxito!,emailVerification.successTitle,ai,1000000,E-mail vérifié avec succès !,emailVerification.successTitle,ai,1000000,メールアドレスの確認に成功しました！,emailVerification.successTitle,ai,1000000,電子信箱驗證成功！,emailVerification.successTitle,ai,1000000,電郵驗證成功！,emailVerification.successTitle,ai,1000000,邮箱验证成功！,emailVerification.successTitle,ai,1000000,電子信箱驗證成功！,emailVerification.successTitle,ai,1000000
Email Verification,emailVerification.title,ai,1000000,Verificación de correo electrónico,emailVerification.title,ai,1000000,Vérification de l'e-mail,emailVerification.title,ai,1000000,メールアドレスの確認,emailVerification.title,ai,1000000,電子信箱驗證,emailVerification.title,ai,1000000,電郵驗證,emailVerification.title,ai,1000000,邮箱验证,emailVerification.title,ai,1000000,電子信箱驗證,emailVerification.title,ai,1000000
